train_loss,val_loss,val_dice
0.6973091626167297,0.71713324495264,0.058717771156414134
0.5876068147023519,0.7081411335919354,0.07426691458031938
0.5864543342590331,0.7253893517159127,0.019761333493767557
0.5990561095873514,0.6821448126354733,0.13384555401028814
0.5887980194886525,0.6830820167386854,0.10334496844459225
0.5818128657341003,0.679322455380414,0.12004764378070831
0.5549297332763672,0.6902897309612583,0.08368467640232395
0.5650535829861959,0.6781289980218217,0.15769066399819143
0.5628510657946268,0.6914019004718678,0.13599312104083397
0.5643062555789947,0.6930966022852305,0.10808086516083898
0.5717526261011759,0.6850190774814503,0.11892558151000254
0.5534716367721557,0.6843169009363329,0.12374539270594313
0.5622966345151266,0.6757566332817078,0.17582547463275291
0.5662821094195049,0.6757592462204598,0.18259863555431366
0.5592307515939077,0.6802592889682667,0.14245775704448288
0.562756237188975,0.7046430143150123,0.07531340520929646
0.5674890359242757,0.6773388111913526,0.14528094836183497
0.548102343082428,0.6794685511975675,0.1349189603650892
0.5645599420865377,0.6753396826821405,0.16210331747660767
0.5732184028625489,0.6735699821162868,0.21001913861648455
0.5642037185033163,0.6884118173573468,0.10156874882208335
0.5675272297859192,0.673593012062279,0.20533694367151004
0.5590430688858032,0.6725465606998753,0.19130139858336062
0.5696570269266764,0.6827877453855566,0.15024081234996384
0.5506537882486979,0.6782365844056413,0.11967994675442979
0.5564958667755127,0.6794046099121506,0.14332462686139183
0.5594401637713114,0.6748058344866779,0.15569783183368477
0.5460851132869721,0.6772527340296153,0.15019606376016462
0.5388690257072448,0.6750012636184692,0.16533487551921122
0.5404633975028992,0.6782709424560135,0.1595640452326955
0.5537508662541707,0.6716955900192261,0.1896985934392826
0.5465174301465352,0.6768684886597298,0.1508596523388012
0.5517178138097127,0.6719881795548104,0.20628509287898605
0.5546568497021993,0.6752119998674135,0.1644671422404212
0.5447605133056641,0.670558204522004,0.2067496526885677
0.5564086675643921,0.6733251391230403,0.18238847360417648
0.547004988193512,0.6738837538538752,0.1805514077077041
0.5581543302536011,0.6807404724327294,0.13142627920653369
0.5512694263458252,0.6743562543714369,0.16703839680633029
0.5561221949259441,0.673245771511181,0.1722416583750699
